"一工路","Yigong Rd."
"吉興路一段","Sec. 1, Jising Rd."
"吉興路二段","Sec. 2, Jising Rd."
"吉興路三段","Sec. 3, Jising Rd."
"吉龍","Jilong"
"吉豐","Jifong"
"吉豐路","Jifong Rd."
"吉豐路一段","Sec. 1, Jifong Rd."
"吉豐路二段","Sec. 2, Jifong Rd."
"吉豐路三段","Sec. 3, Jifong Rd."
"吉豐路五段","Sec. 5, Jifong Rd."
"吊神牌","Diaoshenpai"
"吊橋","Diaociao"
"同力街","Tongli St."
"同仁","Tongren"
"同仁巷","Tongren Ln."
"同仁街","Tongren St."
"同心一路","Tongsin 1st Rd."
"同心二路","Tongsin 2nd Rd."
"同心街","Tongsin St."
"同心街協力巷","Sieli Ln., Tongsin St."
"同心路","Tongsin Rd."
"同北路","Tongbei Rd."
"同平東二巷","Tongping E. 2nd Ln."
"同平巷","Tongping Ln."
"同平路","Tongping Rd."
"同正街","Tongzheng St."
"同安","Tong'an"
"同安北巷","Tong'an N. Ln."
"同安西巷","Tong'an W. Ln."
"同安東街","Tong'an E. St."
"同安南巷","Tong'an S. Ln."
"同安巷","Tong'an Ln."
"同安街","Tong'an St."
"同安路","Tong'an Rd."
"同安路民生巷","Minsheng Ln., Tong'an Rd."
"同安寮","Tong'anliao"
"同利路","Tongli Rd."
"同志巷","Tongzhi Ln."
"同協路","Tongsie Rd."
"同和巷","Tonghe Ln."
"同和路","Tonghe Rd."
"同明街","Tongming St."
"同春一街","Tongchun 1st St."
"同春二街","Tongchun 2nd St."
"同春三街","Tongchun 3rd St."
"同富街","Tongfu St."
"同愛街","Tong'ai St."
"同新路","Tongsin Rd."
"同源路","Tongyuan Rd."
"同源路一街","1st St., Tongyuan Rd."
"同源路七街","7th St., Tongyuan Rd."
"同源路九街","9th St., Tongyuan Rd."
"同源路二街","2nd St., Tongyuan Rd."
"同源路八街","8th St., Tongyuan Rd."
"同源路十街","10th St., Tongyuan Rd."
"同源路三街","3rd St., Tongyuan Rd."
"同源路五街","5th St., Tongyuan Rd."
"同源路六街","6th St., Tongyuan Rd."
"同源路四街","4th St., Tongyuan Rd."
"同盟一路","Tongmeng 1st Rd."
"同盟二路","Tongmeng 2nd Rd."
"同盟三路","Tongmeng 3rd Rd."
"同義街","Tongyi St."
"同榮一街","Tongrong 1st St."
"同榮北街","Tongrong N. St."
"同榮路","Tongrong Rd."
"同福巷","Tongfu Ln."
"同德一街","Tongde 1st St."
"同德七街","Tongde 7th St."
"同德二街","Tongde 2nd St."
"同德十一街","Tongde 11th St."
"同德十二街","Tongde 12th St."
"同德十街","Tongde 10th St."
"同德三街","Tongde 3rd St."
"同德五街","Tongde 5th St."
"同德六街","Tongde 6th St."
"同德巷","Tongde Ln."
"同德街","Tongde St."
"同德路","Tongde Rd."
"同慶街","Tongcing St."
"同慶路","Tongcing Rd."
"同樂巷","Tongle Ln."
"同樂街","Tongle St."
"同興","Tongsing"
"同興街","Tongsing St."
"同興路","Tongsing Rd."
"同濟街","Tongji St."
"同聲巷","Tongsheng Ln."
"同聲路","Tongsheng Rd."
"名人","Mingren"
"名人街","Mingren St."
"名山一街","Mingshan 1st St."
"名山七街","Mingshan 7th St."
"名山九街","Mingshan 9th St."
"名山二街","Mingshan 2nd St."
"名山八街","Mingshan 8th St."
"名山十街","Mingshan 10th St."
"名山三街","Mingshan 3rd St."
"名山五街","Mingshan 5th St."
"名山六街","Mingshan 6th St."
"名山路","Mingshan Rd."
"名山路一段","Sec. 1, Mingshan Rd."
"名山路二段","Sec. 2, Mingshan Rd."
"名水路一段","Sec. 1, Mingshuei Rd."
"名水路二段","Sec. 2, Mingshuei Rd."
"名水路三段","Sec. 3, Mingshuei Rd."
"名光街","Mingguang St."
"名竹路","Mingzhu Rd."
"名村巷","Mingcun Ln."
"名松路一段","Sec. 1, Mingsong Rd."
"名松路二段","Sec. 2, Mingsong Rd."
"名門","Mingmen"
"名流街","Mingliou St."
"名流路","Mingliou Rd."
"名勝街","Mingsheng St."
"名湖街","Minghu St."
"名園街","Mingyuan St."
"名源街","Mingyuan St."
"名福街","Mingfu St."
"后井","Houjing"
"后水頭","Houshueitou"
"后平路","Houping Rd."
"后宅","Houzhai"
"后安路","Hou'an Rd."
"后庄一街","Houzhuang 1st St."
"后庄七街","Houzhuang 7th St."
"后庄二街","Houzhuang 2nd St."
"后庄三街","Houzhuang 3rd St."
"后庄五街","Houzhuang 5th St."
"后庄六街","Houzhuang 6th St."
"后庄北路","Houzhuang N. Rd."
"后庄路","Houzhuang Rd."
"后尾一橫巷","Houwei 1st Side Ln."
"后尾二橫巷","Houwei 2nd Side Ln."
"后尾三橫巷","Houwei 3rd Side Ln."
"后尾巷","Houwei Ln."
"后沃村","Houwo Vil."
"后沙","Housha"
"后里路","Houli Rd."
"后南街","Hounan St."
"后科南路","Houke S. Rd."
"后科路一段","Sec. 1, Houke Rd."
"后科路二段","Sec. 2, Houke Rd."
"后科路三段","Sec. 3, Houke Rd."
"后埔","Houpu"
"后浦頭","Houputou"
"后珩","Houheng"
"后神路","Houshen Rd."
"后湖","Houhu"
"后湖路","Houhu Rd."
"后番子坑","Houfanzihkeng"
"后街","Hou St."
"后園","Houyuan"
"后寮路","Houliao Rd."
"后盤山","Houpanshan"
"后頭","Houtou"
"后螺","Houluo"
"后壠","Houlong"
"后壠農場","Houlong Farm"
"向上一街","Siangshang 1st St."
"向上一路","Siangshang 1st Rd."
"向上二街","Siangshang 2nd St."
"向上二路","Siangshang 2nd Rd."
"向上三路","Siangshang 3rd Rd."
"向上五路","Siangshang 5th Rd."
"向上六路","Siangshang 6th Rd."
"向上北路","Siangshang N. Rd."
"向上市場","Siangshang Market"
"向上南路一段","Sec. 1, Siangshang S. Rd."
"向上街","Siangshang St."
"向上路","Siangshang Rd."
"向上路一段","Sec. 1, Siangshang Rd."
"向上路七段","Sec. 7, Siangshang Rd."
"向上路九段","Sec. 9, Siangshang Rd."
"向上路二段","Sec. 2, Siangshang Rd."
"向上路八段","Sec. 8, Siangshang Rd."
"向上路三段","Sec. 3, Siangshang Rd."
"向上路五段","Sec. 5, Siangshang Rd."
"向上路六段","Sec. 6, Siangshang Rd."
"向上路四段","Sec. 4, Siangshang Rd."
"向川路","Siangchuan Rd."
"向天湖","Siangtianhu"
"向心南路","Siangsin S. Rd."
"向心路","Siangsin Rd."
"向北巷","Siangbei Ln."
"向東牌","Siangdongpai"
"向善街","Siangshan St."
"向善路","Siangshan Rd."
"向善路向善一巷","Siangshan 1st Ln., Siangshan Rd."
"向陽","Siangyang"
"向陽一街","Siangyang 1st St."
"向陽二街","Siangyang 2nd St."
"向陽三街","Siangyang 3rd St."
"向陽街","Siangyang St."
"向陽路","Siangyang Rd."
"向榮街","Siangrong St."
"向榮路","Siangrong Rd."
"向學一路","Siangsyue 1st Rd."
"向學街","Siangsyue St."
"向學路","Siangsyue Rd."
"回磘新村","Hueiyao New Village"
"圪仔內","Yizainei"
"圪仔路","Yizai Rd."
"地利路","Dili Rd."
"地政一街","Dizheng 1st St."
"地政二巷","Dizheng 2nd Ln."
"地政二街","Dizheng 2nd St."
"地政三街","Dizheng 3rd St."
"地政東路","Dizheng E. Rd."
"地政街","Dizheng St."
"地政路","Dizheng Rd."
"圳中巷","Zunzhong Ln."
"圳仔巷","Zunzai Ln."
"圳禾路","Zunhe Rd."
"圳西巷","Zunsi Ln."
"圳尾巷","Zunwei Ln."
"圳佳路","Zunjia Rd."
"圳岸巷","Zun'an Ln."
"圳岸街","Zun'an St."
"圳岸路","Zun'an Rd."
"圳股頭","Zungutou"
"圳前路","Zuncian Rd."
"圳南路","Zunnan Rd."
"圳溝","Zungou"
"圳溝墘","Zungoucian"
"圳腳巷","Zunjiao Ln."
"圳寮","Zunliao"
"圳寮村中橫巷","Zhongheng Ln., Zunliao Vil."
"圳寮路","Zunliao Rd."
"圳寮路仁愛新村","Ren'ai New Village, Zunliao Rd."
"圳寮路慈德巷","Cihde Ln., Zunliao Rd."
"圳頭","Zuntou"
"圳頭坑","Zuntoukeng"
"圳頭巷","Zuntou Ln."
"圳頭路","Zuntou Rd."
"多良","Duoliang"
"多良村瀧","Long, Duoliang Vil."
"多納巷","Duona Ln."
"多望巷","Duowang Ln."
"多福街","Duofu St."
"多福路","Duofu Rd."
"好收","Haoshou"
"好來一街","Haolai 1st St."
"好來七街","Haolai 7th St."
"好來二街","Haolai 2nd St."
"好來三街","Haolai 3rd St."
"好來五街","Haolai 5th St."
"好來六街","Haolai 6th St."
"好金路","Haojin Rd."
"如意","Ruyi"
"如意一街","Ruyi 1st St."
"如意二街","Ruyi 2nd St."
"如意街","Ruyi St."
"如意路","Ruyi Rd."
"存中街","Cunzhong St."
"存仁路","Cunren Rd."
"存美路","Cunmei Rd."
"存真路","Cunzhen Rd."
"存善路","Cunshan Rd."
"存德街","Cunde St."
"存德路","Cunde Rd."
"宅子內","Zhaizihnei"
"宅子港","Zhaizihgang"
"宅內街","Zhainei St."
"宅仔","Zhaizai"
"宅脚嶼","Zhaijiaoyu"
"宇內路","Yunei Rd."
"宇老","Yulao"
"宇抬","Yutai"
"守仁街","Shouren St."
"守分街","Shoufen St."
"守成街","Shoucheng St."
"守法街","Shoufa St."
"守法路","Shoufa Rd."
"守法路名人巷","Mingren Ln., Shoufa Rd."
"守信巷","Shousin Ln."
"守信街","Shousin St."
"守城一巷","Shoucheng 1st Ln."
"守城二巷","Shoucheng 2nd Ln."
"守城三巷","Shoucheng 3rd Ln."
"守城路","Shoucheng Rd."
"守時街","Shoushih St."
"守密街","Shoumi St."
"安一路","An 1st Rd."
"安一路一段","Sec. 1, An 1st Rd."
"安一路二段","Sec. 2, An 1st Rd."
"安七街","An 7th St."
"安八街","An 8th St."
"安十街","An 10th St."
"安大路","Anda Rd."
"安子內","Anzihnei"
"安山路","Anshan Rd."
"安中一街","Anzhong 1st St."
"安中二街","Anzhong 2nd St."
"安中街","Anzhong St."
"安中路","Anzhong Rd."
"安中路一段","Sec. 1, Anzhong Rd."
"安中路二段","Sec. 2, Anzhong Rd."
"安中路三段","Sec. 3, Anzhong Rd."
"安中路五段","Sec. 5, Anzhong Rd."
"安中路六段","Sec. 6, Anzhong Rd."
"安中路四段","Sec. 4, Anzhong Rd."
"安心七橫巷","Ansin 7th Side Ln."
"安心九橫巷","Ansin 9th Side Ln."
"安心八橫巷","Ansin 8th Side Ln."
"安心十二橫巷","Ansin 12th Side Ln."
"安心十橫巷","Ansin 10th Side Ln."
"安心五橫巷","Ansin 5th Side Ln."
"安心四橫巷","Ansin 4th Side Ln."
"安心巷","Ansin Ln."
"安北","Anbei"
"安北巷","Anbei Ln."
"安北路","Anbei Rd."
"安四街","An 4th St."
"安平一路","Anping 1st Rd."
"安平巷","Anping Ln."
"安平街","Anping St."
"安平路","Anping Rd."
"安平路一段","Sec. 1, Anping Rd."
"安平路二段","Sec. 2, Anping Rd."
"安平路三段","Sec. 3, Anping Rd."
"安平路五段","Sec. 5, Anping Rd."
"安平路廟後巷","Miaohou Ln., Anping Rd."
"安正路","Anzheng Rd."
"安民","Anmin"
"安民街","Anmin St."
"安生街","Ansheng St."
"安田路","Antian Rd."
"安石街","Anshih St."
"安光路","Anguang Rd."
"安全巷","Ancyuan Ln."
"安全路","Ancyuan Rd."
"安吉街","Anji St."
"安吉路一段","Sec. 1, Anji Rd."
"安吉路二段","Sec. 2, Anji Rd."
"安吉路三段","Sec. 3, Anji Rd."
"安宅一街","Anzhai 1st St."
"安宅七街","Anzhai 7th St."
"安宅九街","Anzhai 9th St."
"安宅二街","Anzhai 2nd St."
"安宅八街","Anzhai 8th St."
"安宅十街","Anzhai 10th St."
"安宅三街","Anzhai 3rd St."
"安宅五街","Anzhai 5th St."
"安宅六街","Anzhai 6th St."
"安宅四街","Anzhai 4th St."
"安成街","Ancheng St."
"安西","Ansi"
"安西一街","Ansi 1st St."
"安西二街","Ansi 2nd St."
"安西街","Ansi St."
"安西路","Ansi Rd."
"安佃九街","Andian 9th St."
"安佃二街","Andian 2nd St."
"安住巷","Anzhu Ln."
"安利街","Anli St."
"安坑","Ankeng"
"安岐","Anci"
"安邦街","Anbang St."
"安和一街","Anhe 1st St."
"安和二街","Anhe 2nd St."
"安和三街","Anhe 3rd St."
"安和西路","Anhe W. Rd."
"安和東路","Anhe E. Rd."
"安和巷","Anhe Ln."
"安和街","Anhe St."
"安和路","Anhe Rd."
"安和路一段","Sec. 1, Anhe Rd."
"安和路二段","Sec. 2, Anhe Rd."
"安和路三段","Sec. 3, Anhe Rd."
"安和路五段","Sec. 5, Anhe Rd."
"安和路六段","Sec. 6, Anhe Rd."
"安和路四段","Sec. 4, Anhe Rd."
"安夜溪路","Anyesi Rd."
"安定","Anding"
"安定巷","Anding Ln."
"安定街","Anding St."
"安定路","Anding Rd."
"安居街","Anjyu St."
"安忠路","Anzhong Rd."
"安忠路振華巷","Zhenhua Ln., Anzhong Rd."
"安招路","Anzhao Rd."
"安昌街","Anchang St."
"安明路一段","Sec. 1, Anming Rd."
"安明路二段","Sec. 2, Anming Rd."
"安明路三段","Sec. 3, Anming Rd."
"安明路四段","Sec. 4, Anming Rd."
"安東一街","Andong 1st St."
"安東二街","Andong 2nd St."
"安東三街","Andong 3rd St."
"安東巷","Andong Ln."
"安東街","Andong St."
"安東路","Andong Rd."
"安林一街","Anlin 1st St."
"安林二街","Anlin 2nd St."
"安林三街","Anlin 3rd St."
"安林五街","Anlin 5th St."
"安林六街","Anlin 6th St."
"安林四街","Anlin 4th St."
"安林路","Anlin Rd."
"安南","Annan"
"安南二路","Annan 2nd Rd."
"安南巷","Annan Ln."
"安南路","Annan Rd."
"安眉路","Anmei Rd."
"安眉路芝柏巷","Zhihbo Ln., Anmei Rd."
"安眉路龍門巷","Longmen Ln., Anmei Rd."
"安美街","Anmei St."
"安宮路","Angong Rd."
"安家厝","Anjiacuo"
"安家新邨一街","Anjiasintun 1st St."
"安家新邨七街","Anjiasintun 7th St."
"安家新邨二街","Anjiasintun 2nd St."
"安家新邨三街","Anjiasintun 3rd St."
"安家新邨五街","Anjiasintun 5th St."
"安家新邨六街","Anjiasintun 6th St."
"安朔","Anshuo"
"安朔路","Anshuo Rd."
"安泰","Antai"
"安泰街","Antai St."
"安泰路","Antai Rd."
"安海街","Anhai St."
"安務","Anwu"
"安康街","Ankang St."
"安康新村","Ankang New Village"
"安康路","Ankang Rd."
"安康路一段","Sec. 1, Ankang Rd."
"安康路二段","Sec. 2, Ankang Rd."
"安康路三段","Sec. 3, Ankang Rd."
"安捷路","Anjie Rd."
"安清路一段","Sec. 1, Ancing Rd."
"安清路二段","Sec. 2, Ancing Rd."
"安清路三段","Sec. 3, Ancing Rd."
"安祥街","Ansiang St."
"安祥路","Ansiang Rd."
"安船街","Anchuan St."
"安通","Antong"
"安通一街","Antong 1st St."
"安通二街","Antong 2nd St."
"安通三街","Antong 3rd St."
"安通街","Antong St."
"安通路二段","Sec. 2, Antong Rd."
"安通路三段","Sec. 3, Antong Rd."
"安通路五段","Sec. 5, Antong Rd."
"安通路六段","Sec. 6, Antong Rd."
"安通路四段","Sec. 4, Antong Rd."
"安富一街","Anfu 1st St."
"安富街","Anfu St."
"安港路","Angang Rd."
"安華路","Anhua Rd."
"安隆街","Anlong St."
"安順一街","Anshun 1st St."
"安順一路","Anshun 1st Rd."
"安順二街","Anshun 2nd St."
"安順二路","Anshun 2nd Rd."
"安順三街","Anshun 3rd St."
"安順北一街","Anshun N. 1st St."
"安順北二街","Anshun N. 2nd St."
"安順四街","Anshun 4th St."
"安順東一街","Anshun E. 1st St."
"安順東七街","Anshun E. 7th St."
"安順東九街","Anshun E. 9th St."
"安順東二街","Anshun E. 2nd St."
"安順東八街","Anshun E. 8th St."
"安順東十街","Anshun E. 10th St."
"安順東三街","Anshun E. 3rd St."
"安順東五街","Anshun E. 5th St."
"安順東六街","Anshun E. 6th St."
"安順東四街","Anshun E. 4th St."
"安順巷","Anshun Ln."
"安順街","Anshun St."
"安順路","Anshun Rd."
"安新一路","Ansin 1st Rd."
"安新二路","Ansin 2nd Rd."
"安新五路","Ansin 5th Rd."
"安新六路","Ansin 6th Rd."
"安新路","Ansin Rd."
"安業","Anye"
"安業街","Anye St."
"安業路","Anye Rd."
"安殿巷","Andian Ln."
"安溪","Ansi"
"安溪西路","Ansi W. Rd."
"安溪東路","Ansi E. Rd."
"安溪街","Ansi St."
"安溪路","Ansi Rd."
"安溪寮","Ansiliao"
"安義路","Anyi Rd."
"安農一路","Annong 1st Rd."
"安農七路","Annong 7th Rd."
"安農九路","Annong 9th Rd."
"安農二路","Annong 2nd Rd."
"安農八路","Annong 8th Rd."
"安農三路","Annong 3rd Rd."
"安農五路","Annong 5th Rd."
"安農六路","Annong 6th Rd."
"安農北路一段","Sec. 1, Annong N. Rd."
"安農北路七段","Sec. 7, Annong N. Rd."
"安農北路二段","Sec. 2, Annong N. Rd."
"安農北路三段","Sec. 3, Annong N. Rd."
"安農北路五段","Sec. 5, Annong N. Rd."
"安農北路六段","Sec. 6, Annong N. Rd."
"安農南路一段","Sec. 1, Annong S. Rd."
"安農南路二段","Sec. 2, Annong S. Rd."
"安農南路三段","Sec. 3, Annong S. Rd."
"安農路","Annong Rd."
"安寧街","Anning St."
"安寧路","Anning Rd."
"安榮巷","Anrong Ln."
"安漁路","Anyu Rd."
"安福街","Anfu St."
"安億路","Anyi Rd."
"安德巷","Ande Ln."
"安德街","Ande St."
"安慶街","Ancing St."
"安慶路","Ancing Rd."
"安樂一街","Anle 1st St."
"安樂二街","Anle 2nd St."
"安樂三街","Anle 3rd St."
"安樂四街","Anle 4th St."
"安樂東街","Anle E. St."
"安樂巷","Anle Ln."
"安樂街","Anle St."
"安樂園","Anleyuan"
"安樂路","Anle Rd."
"安樂路一九八巷安和一弄","Anhe 1st Aly., Ln. 198,Anle Rd."
"安樂路一九八巷安和二弄","Anhe 2nd Aly., Ln. 198, Anle Rd."
"安樂路一段","Sec. 1, Anle Rd."
"安樂路二段","Sec. 2, Anle Rd."
"安樂路北一巷","N. 1st Ln., Anle Rd."
"安樂路北二巷","N. 2nd Ln., Anle Rd."
"安樂路南巷","S. Ln., Anle Rd."
"安興","Ansing"
"安興街","Ansing St."
"安興路","Ansing Rd."
"安靜街","Anjing St."
"安豐一街","Anfong 1st St."
"安豐二街","Anfong 2nd St."
"安豐三街","Anfong 3rd St."
"安豐五街","Anfong 5th St."
"安豐六街","Anfong 6th St."
"安豐四街","Anfong 4th St."
"安豐路","Anfong Rd."
"安鶴路","Anhe Rd."
"寺山路","Sihshan Rd."
"寺山路隧道口巷","Sueidaokou Ln., Sihshan Rd."
"尖下","Jiansia"
"尖子鹿","Jianzihlu"
"尖山","Jianshan"
"尖山子","Jianshanzih"
"尖山外","Jianshanwai"
"尖山坑","Jianshankeng"
"尖山巷","Jianshan Ln."
"尖山埔路","Jianshanpu Rd."
"尖山埔路二段","Sec. 2, Jianshanpu Rd."
"尖山埔路國小巷","Guosiao Ln., Jianshanpu Rd."
"尖山脚","Jianshanjiao"
"尖山脚街","Jianshanjiao St."
"尖山湖","Jianshanhu"
"尖山路","Jianshan Rd."
"尖山路卓厝巷","Zhuocuo Ln., Jianshan Rd."
"尖山路高厝巷","Gaocuo Ln., Jianshan Rd."
"尖石","Jianshih"
"尖厝崙","Jiancuolun"
"尖峯","Jianfong"
"尖筆窩","Jianbiwo"
"尖豐路","Jianfong Rd."
"尖豐路豆北巷","Doubei Ln., Jianfong Rd."
"州平一街","Zhouping 1st St."
"州平二街","Zhouping 2nd St."
"州平三街","Zhouping 3rd St."
"州平路","Zhouping Rd."
"州安一街","Zhou'an 1st St."
"州安二街","Zhou'an 2nd St."
"州安三街","Zhou'an 3rd St."
"州南一街","Zhounan 1st St."
"州南七街","Zhounan 7th St."
"州南二街","Zhounan 2nd St."
"州南八街","Zhounan 8th St."
"州南十街","Zhounan 10th St."
"州南三街","Zhounan 3rd St."
"州南五街","Zhounan 5th St."
"州南六街","Zhounan 6th St."
"州南路","Zhounan Rd."
"州界","Zhoujie"
"庄子巷","Zhuangzih Ln."
"庄子路","Zhuangzih Rd."
"庄中巷","Zhuangzhong Ln."
"庄中路","Zhuangzhong Rd."
"庄內","Zhuangnei"
"庄內巷","Zhuangnei Ln."
"庄內路","Zhuangnei Rd."
"庄仔巷","Zhuangzai Ln."
"庄北巷","Zhuangbei Ln."
"庄尾一巷","Zhuangwei 1st Ln."
"庄尾二巷","Zhuangwei 2nd Ln."
"庄尾三巷","Zhuangwei 3rd Ln."
"庄尾巷","Zhuangwei Ln."
"庄尾路","Zhuangwei Rd."
"庄前路","Zhuangcian Rd."
"庄南巷","Zhuangnan Ln."
"庄南街","Zhuangnan St."
"庄後路","Zhuanghou Rd."
"庄美街","Zhuangmei St."
"庄美路","Zhuangmei Rd."
"庄跡","Zhuangji"
"庄頭巷","Zhuangtou Ln."
"成大街","Chengda St."
"成仁街","Chengren St."
"成功","Chenggong"
"成功一巷","Chenggong 1st Ln."
"成功一街","Chenggong 1st St."
"成功一路","Chenggong 1st Rd."
"成功七街","Chenggong 7th St."
"成功九街","Chenggong 9th St."
"成功二巷","Chenggong 2nd Ln."
"成功二街","Chenggong 2nd St."
"成功二路","Chenggong 2nd Rd."
"成功二路一街","1st St., Chenggong 2nd Rd."
"成功八街","Chenggong 8th St."
